user_id,login_time,is_paid,current_level,login_duration,amount,payment_time,channel,device
16001,2025-03-12 13:45:53,0,,,0.0,,Google Ads,Android
11618,2025-03-14 01:06:53,0,24.0,2.0,0.0,,Google Ads,Android
15049,2025-04-01 14:17:53,0,1.0,138.0,0.0,,Google Ads,iOS
12417,2025-03-11 20:14:53,0,23.0,58.0,0.0,,Facebook,iOS
12973,2025-03-27 08:55:53,1,26.0,,19.5,2025-03-27 09:09:53,Tik Tok,iOS
14140,2025-03-24 06:49:53,0,26.0,,0.0,,Google Ads,Android
12045,2025-03-30 04:35:53,1,4.0,40.0,7.44,2025-03-30 04:54:53,Facebook,Android
18134,2025-04-03 22:24:53,0,26.0,53.0,0.0,,Facebook,iOS
13061,2025-04-02 14:17:53,0,43.0,8.0,0.0,,Unity Ads,iOS
15049,2025-03-30 14:25:53,0,25.0,13.0,0.0,,Google Ads,Android
14122,2025-03-21 18:08:53,0,23.0,48.0,0.0,,Facebook,iOS
11568,2025-04-03 09:10:53,1,22.0,,2.6,2025-04-03 09:44:53,Google Ads,iOS
11558,2025-03-31 19:45:53,0,31.0,,0.0,,Tik Tok,Android
13383,2025-03-12 04:42:53,0,,15.0,0.0,,Organic,iOS
18709,2025-03-10 07:34:53,0,18.0,103.0,0.0,,Facebook,Android
18663,2025-03-21 15:37:53,0,41.0,16.0,0.0,,Google Ads,Android
17377,2025-04-06 08:31:53,0,36.0,43.0,0.0,,Google Ads,iOS
15090,2025-03-27 10:45:53,0,24.0,15.0,0.0,,Apple Search Ads,iOS
16202,2025-03-31 00:49:53,0,34.0,11.0,0.0,,Facebook,iOS
11373,2025-03-19 23:40:53,1,20.0,30.0,13.61,2025-03-19 23:50:53,Google Ads,iOS
15550,2025-03-15 10:35:53,0,,49.0,0.0,,Facebook,iOS
14084,2025-03-09 16:56:53,0,20.0,119.0,0.0,,Unity Ads,iOS
17110,2025-03-16 03:40:53,0,14.0,4.0,0.0,,Google Ads,iOS
14502,2025-03-15 14:22:53,0,29.0,62.0,0.0,,Unity Ads,Android
17590,2025-03-15 12:51:53,0,49.0,22.0,0.0,,Apple Search Ads,iOS
10035,2025-03-08 00:30:53,0,10.0,3.0,0.0,,Google Ads,Android
18214,2025-03-21 22:55:53,0,46.0,47.0,0.0,,Apple Search Ads,Android
10655,2025-03-17 00:22:53,0,2.0,12.0,0.0,,Organic,Android
11593,2025-03-20 00:19:53,0,34.0,60.0,0.0,,Facebook,Android
14122,2025-04-03 18:20:53,0,11.0,5.0,0.0,,Apple Search Ads,iOS
17051,2025-04-03 16:10:53,0,35.0,,0.0,,Google Ads,Android
18187,2025-03-30 17:50:53,1,21.0,10.0,4.86,2025-03-30 17:55:53,Organic,Android
19644,2025-03-15 13:24:53,0,37.0,8.0,0.0,,Organic,Android
11355,2025-03-27 15:33:53,0,21.0,1.0,0.0,,Google Ads,Android
18720,2025-03-16 22:10:53,0,34.0,19.0,0.0,,Organic,iOS
15851,2025-04-05 18:43:53,1,27.0,14.0,,2025-04-05 18:50:53,Organic,PC
15983,2025-03-26 14:38:53,1,42.0,1.0,48.19,,Google Ads,Android
12884,2025-03-16 15:31:53,0,28.0,7.0,0.0,,Google Ads,Android
16743,2025-04-05 04:03:53,0,32.0,20.0,,,Facebook,iOS
18537,2025-03-16 19:23:53,0,30.0,49.0,0.0,,Facebook,Android
14983,2025-03-16 09:18:53,1,38.0,79.0,48.82,2025-03-16 09:49:53,Apple Search Ads,iOS
12926,2025-03-22 20:15:53,0,39.0,21.0,0.0,,Facebook,iOS
15123,2025-03-08 02:02:53,0,30.0,15.0,,,Organic,iOS
10316,2025-03-31 01:34:53,0,12.0,92.0,0.0,,Facebook,iOS
13973,2025-03-18 00:09:53,0,,98.0,,,Google Ads,iOS
16843,2025-04-06 17:30:53,0,37.0,6.0,0.0,,Organic,Android
18500,2025-03-16 17:02:53,0,14.0,22.0,0.0,,Tik Tok,iOS
18023,2025-03-25 19:49:53,0,22.0,51.0,0.0,,Facebook,PC
10376,2025-03-25 23:37:53,0,23.0,51.0,,,Organic,Android
19965,2025-03-31 09:29:53,0,27.0,34.0,0.0,,Apple Search Ads,Android
17203,2025-03-16 14:12:53,0,26.0,19.0,0.0,,Facebook,iOS
19155,2025-03-10 02:49:53,0,30.0,15.0,0.0,,Google Ads,iOS
19233,2025-03-26 02:48:53,1,19.0,49.0,5.93,2025-03-26 02:50:53,Tik Tok,Android
14890,2025-03-20 05:36:53,0,21.0,7.0,0.0,,Apple Search Ads,iOS
10267,2025-04-04 22:46:53,0,47.0,16.0,0.0,,Tik Tok,PC
11188,2025-03-27 18:03:53,1,43.0,25.0,17.75,2025-03-27 18:25:53,Apple Search Ads,Android
12534,2025-03-16 16:27:53,0,35.0,53.0,0.0,,Google Ads,Android
18481,2025-04-05 22:59:53,0,36.0,14.0,0.0,,Facebook,iOS
11794,2025-03-30 00:53:53,0,32.0,23.0,0.0,,Google Ads,iOS
12124,2025-04-06 14:49:53,0,29.0,9.0,0.0,,Google Ads,iOS
13790,2025-04-06 08:26:53,0,21.0,54.0,,,Apple Search Ads,Android
19701,2025-03-29 15:17:53,0,44.0,46.0,,,Facebook,Android
16977,2025-03-25 01:53:53,1,48.0,51.0,,2025-03-25 02:35:53,Google Ads,Android
15053,2025-03-13 08:05:53,0,24.0,1.0,0.0,,Facebook,Android
15572,2025-04-01 19:37:53,0,40.0,20.0,0.0,,Unity Ads,iOS
11190,2025-03-18 18:15:53,0,25.0,4.0,,,Google Ads,Android
15910,2025-03-26 09:15:53,0,21.0,33.0,,,Facebook,Android
18260,2025-03-27 11:09:53,0,25.0,11.0,0.0,,Facebook,Android
10510,2025-03-11 14:04:53,0,25.0,44.0,0.0,,Google Ads,iOS
19733,2025-03-27 21:26:53,0,35.0,2.0,0.0,,Unity Ads,Android
14122,2025-04-01 18:50:53,0,25.0,21.0,0.0,,Organic,PC
19420,2025-03-16 21:23:53,0,38.0,3.0,0.0,,Google Ads,Android
11147,2025-03-17 22:43:53,0,22.0,24.0,0.0,,Facebook,Android
19238,2025-03-14 21:33:53,0,29.0,28.0,0.0,,Facebook,Android
15748,2025-03-17 21:27:53,0,18.0,18.0,0.0,,Google Ads,Android
17204,2025-03-10 12:08:53,0,16.0,9.0,0.0,,Google Ads,iOS
16681,2025-03-23 00:39:53,0,,1.0,0.0,,Facebook,iOS
10518,2025-03-25 01:57:53,0,30.0,32.0,0.0,,Google Ads,Android
12769,2025-03-14 02:41:53,0,24.0,61.0,0.0,,Google Ads,iOS
12168,2025-03-13 05:06:53,1,20.0,39.0,9.92,2025-03-13 05:10:53,Facebook,Android
19030,2025-03-12 02:08:53,0,17.0,67.0,0.0,,Facebook,iOS
18481,2025-03-25 18:29:53,1,33.0,79.0,4.02,2025-03-25 18:51:53,Google Ads,iOS
15665,2025-04-02 14:18:53,0,22.0,17.0,0.0,,Organic,iOS
17220,2025-03-31 15:47:53,0,45.0,35.0,0.0,,Google Ads,iOS
16552,2025-03-29 04:48:53,0,31.0,15.0,,,Google Ads,iOS
14003,2025-04-01 02:27:53,1,34.0,75.0,4.53,2025-04-01 03:24:53,Google Ads,iOS
14801,2025-03-19 21:48:53,0,,24.0,,,Organic,iOS
13482,2025-04-03 10:33:53,0,21.0,41.0,0.0,,Organic,Android
17911,2025-04-04 18:52:53,0,34.0,1.0,0.0,,Google Ads,Android
18403,2025-03-09 09:18:53,0,34.0,25.0,0.0,,Facebook,Android
17077,2025-03-26 11:14:53,0,24.0,40.0,0.0,,Organic,Android
15908,2025-03-23 02:10:53,0,14.0,8.0,0.0,,Google Ads,iOS
10621,2025-03-25 06:55:53,0,8.0,1.0,0.0,,Organic,iOS
17578,2025-03-25 09:37:53,1,20.0,40.0,10.06,2025-03-25 10:08:53,Google Ads,iOS
17414,2025-03-16 12:19:53,1,40.0,12.0,97.21,2025-03-16 12:20:53,Google Ads,PC
19001,2025-03-16 14:27:53,1,21.0,16.0,6.8,2025-03-16 14:33:53,Apple Search Ads,Android
10621,2025-03-31 00:09:53,1,39.0,24.0,8.36,2025-03-31 00:29:53,Organic,iOS
19308,2025-03-27 22:23:53,0,22.0,3.0,0.0,,Facebook,iOS
14477,2025-03-10 07:04:53,1,30.0,3.0,26.99,2025-03-10 07:05:53,Apple Search Ads,Android
13122,2025-03-10 13:27:53,0,35.0,97.0,0.0,,Google Ads,iOS
10286,2025-03-26 00:47:53,1,40.0,12.0,23.06,2025-03-26 00:56:53,Google Ads,iOS
19233,2025-03-27 13:46:53,0,25.0,8.0,0.0,,Tik Tok,iOS
14768,2025-04-04 21:04:53,0,23.0,1.0,0.0,,Google Ads,Android
10335,2025-04-03 15:04:53,0,9.0,5.0,0.0,,Organic,iOS
18146,2025-03-27 10:02:53,0,25.0,16.0,0.0,,Unity Ads,iOS
18501,2025-04-04 23:55:53,1,50.0,12.0,3.3,2025-04-05 00:02:53,Google Ads,Android
14900,2025-03-27 23:49:53,1,27.0,16.0,34.16,2025-03-27 23:50:53,Unity Ads,Android
17539,2025-04-04 00:19:53,0,15.0,36.0,0.0,,Facebook,Android
17727,2025-04-02 16:39:53,0,,30.0,0.0,,Unity Ads,Android
14949,2025-04-02 08:05:53,0,37.0,20.0,0.0,,Google Ads,iOS
15331,2025-03-31 09:11:53,0,23.0,,0.0,,Facebook,iOS
13317,2025-04-02 12:07:53,0,18.0,58.0,0.0,,Tik Tok,iOS
10993,2025-03-23 00:31:53,0,50.0,26.0,0.0,,Google Ads,Android
17399,2025-03-24 12:39:53,0,33.0,3.0,0.0,,Google Ads,iOS
15605,2025-03-31 01:55:53,1,45.0,15.0,6.59,2025-03-31 01:58:53,Google Ads,Android
12545,2025-04-01 01:15:53,0,25.0,30.0,0.0,,Unity Ads,Android
18313,2025-03-15 16:30:53,0,,1.0,0.0,,Google Ads,iOS
17051,2025-03-16 00:20:53,1,39.0,1.0,14.12,,Google Ads,Android
14194,2025-03-23 13:53:53,1,35.0,88.0,2.41,2025-03-23 14:26:53,Apple Search Ads,Android
15481,2025-03-26 00:41:53,1,17.0,,1.25,2025-03-26 00:46:53,Facebook,PC
13154,2025-03-26 23:50:53,0,22.0,,0.0,,Facebook,Android
15062,2025-03-18 09:53:53,0,34.0,17.0,0.0,,Organic,iOS
17642,2025-03-22 02:05:53,0,26.0,6.0,0.0,,Organic,Android
16646,2025-04-03 07:27:53,0,,1.0,,,Facebook,iOS
10360,2025-03-10 20:58:53,0,25.0,14.0,0.0,,Unity Ads,iOS
16261,2025-03-30 12:21:53,0,34.0,31.0,0.0,,Google Ads,iOS
11372,2025-03-28 19:48:53,0,23.0,92.0,0.0,,Unity Ads,PC
18127,2025-03-13 02:37:53,1,34.0,44.0,17.06,2025-03-13 02:58:53,Google Ads,iOS
19547,2025-03-09 16:58:53,1,19.0,7.0,11.86,2025-03-09 16:59:53,Google Ads,Android
18107,2025-03-13 12:05:53,0,,12.0,0.0,,Organic,iOS
18720,2025-03-12 13:03:53,0,27.0,22.0,0.0,,Tik Tok,Android
16552,2025-03-20 08:41:53,1,20.0,6.0,11.42,2025-03-20 08:44:53,Facebook,Android
18961,2025-03-17 22:33:53,0,23.0,53.0,0.0,,Google Ads,iOS
16951,2025-03-17 07:15:53,1,32.0,5.0,62.95,2025-03-17 07:17:53,Facebook,PC
19733,2025-03-18 00:08:53,1,37.0,,18.2,2025-03-18 00:14:53,Unity Ads,Android
16001,2025-03-20 18:35:53,0,32.0,25.0,0.0,,Facebook,iOS
19475,2025-03-20 12:35:53,0,35.0,,0.0,,Google Ads,Android
19102,2025-04-05 21:43:53,0,30.0,29.0,0.0,,Facebook,iOS
15786,2025-03-20 04:48:53,0,23.0,86.0,0.0,,Facebook,iOS
10088,2025-04-04 12:41:53,0,12.0,35.0,0.0,,Google Ads,iOS
12254,2025-03-23 05:13:53,0,24.0,50.0,0.0,,Tik Tok,iOS
12098,2025-03-30 11:57:53,1,28.0,17.0,26.61,2025-03-30 11:59:53,Organic,iOS
18672,2025-04-06 06:24:53,0,23.0,13.0,0.0,,Google Ads,Android
12184,2025-03-13 22:34:53,1,45.0,11.0,1.07,2025-03-13 22:38:53,Tik Tok,Android
13355,2025-03-27 16:12:53,0,32.0,32.0,0.0,,Facebook,iOS
11145,2025-03-10 07:20:53,1,29.0,21.0,10.01,2025-03-10 07:24:53,Organic,Android
17220,2025-03-24 21:35:53,0,35.0,19.0,0.0,,Facebook,Android
10265,2025-03-22 14:05:53,0,50.0,3.0,0.0,,Unity Ads,iOS
15202,2025-03-19 03:20:53,0,27.0,33.0,0.0,,Tik Tok,Android
17323,2025-03-12 15:42:53,0,20.0,38.0,0.0,,Google Ads,Android
12913,2025-03-28 19:44:53,0,33.0,6.0,0.0,,Google Ads,PC
10668,2025-03-16 10:02:53,1,18.0,42.0,5.35,2025-03-16 10:18:53,Facebook,iOS
15026,2025-03-19 09:49:53,0,20.0,63.0,0.0,,Google Ads,PC
10346,2025-03-25 21:12:53,1,44.0,5.0,,2025-03-25 21:14:53,Facebook,Android
18023,2025-03-20 01:04:53,0,42.0,,0.0,,Google Ads,iOS
16045,2025-03-31 07:57:53,0,36.0,62.0,0.0,,Tik Tok,Android
19547,2025-03-09 12:37:53,0,33.0,20.0,0.0,,Google Ads,iOS
18296,2025-03-12 19:25:53,1,17.0,50.0,4.49,2025-03-12 19:38:53,Google Ads,iOS
13015,2025-03-09 23:47:53,0,21.0,7.0,0.0,,Google Ads,iOS
14381,2025-03-09 09:54:53,0,43.0,1.0,0.0,,Google Ads,Android
15359,2025-03-15 14:29:53,1,24.0,1.0,8.35,,Facebook,iOS
19238,2025-03-29 03:40:53,0,22.0,107.0,0.0,,Facebook,PC
14716,2025-03-13 09:42:53,0,28.0,5.0,0.0,,Organic,iOS
13238,2025-03-31 15:04:53,0,35.0,,0.0,,Google Ads,Android
14475,2025-03-19 10:11:53,0,27.0,,0.0,,Apple Search Ads,Android
14942,2025-03-14 11:08:53,0,28.0,1.0,0.0,,Google Ads,Android
10263,2025-03-07 21:45:53,1,8.0,8.0,49.83,2025-03-07 21:48:53,Organic,iOS
12145,2025-04-04 07:08:53,1,29.0,21.0,49.81,2025-04-04 07:26:53,Google Ads,iOS
17464,2025-03-10 09:20:53,0,39.0,3.0,0.0,,Apple Search Ads,iOS
10330,2025-03-23 14:18:53,0,29.0,76.0,0.0,,Apple Search Ads,Android
19420,2025-03-24 01:55:53,0,50.0,69.0,0.0,,Google Ads,iOS
11501,2025-03-27 11:57:53,0,22.0,4.0,0.0,,Tik Tok,Android
14216,2025-04-04 06:17:53,0,25.0,40.0,,,Google Ads,iOS
13355,2025-03-09 03:41:53,0,23.0,18.0,0.0,,Tik Tok,iOS
10439,2025-04-06 05:37:53,0,23.0,120.0,0.0,,Google Ads,iOS
10850,2025-04-01 10:40:53,0,35.0,1.0,0.0,,Google Ads,iOS
16870,2025-03-13 18:08:53,0,27.0,19.0,0.0,,Tik Tok,Android
15627,2025-03-24 14:38:53,1,49.0,10.0,14.56,2025-03-24 14:42:53,Google Ads,iOS
19275,2025-03-31 05:20:53,0,32.0,38.0,0.0,,Organic,Android
15635,2025-03-21 21:31:53,0,21.0,3.0,0.0,,Organic,iOS
14872,2025-03-31 09:58:53,0,,29.0,0.0,,Unity Ads,Android
10311,2025-04-01 03:18:53,0,46.0,88.0,0.0,,Unity Ads,iOS
16408,2025-04-05 05:43:53,0,32.0,18.0,0.0,,Facebook,Android
14890,2025-03-11 10:24:53,0,,18.0,0.0,,Organic,Android
15798,2025-04-01 02:26:53,0,30.0,20.0,0.0,,Google Ads,iOS
17708,2025-03-27 15:58:53,0,30.0,16.0,0.0,,Google Ads,iOS
17742,2025-03-11 10:51:53,1,43.0,17.0,9.56,2025-03-11 10:56:53,Facebook,iOS
10960,2025-03-22 16:43:53,0,33.0,18.0,0.0,,Google Ads,Android
14151,2025-03-14 16:34:53,0,33.0,187.0,,,Google Ads,Android
14438,2025-03-18 22:21:53,0,25.0,3.0,0.0,,Google Ads,iOS
16940,2025-04-05 20:24:53,0,,10.0,0.0,,Google Ads,Android
18864,2025-03-31 22:16:53,0,,7.0,0.0,,Organic,iOS
18076,2025-04-04 03:37:53,1,24.0,23.0,6.74,2025-04-04 03:56:53,Google Ads,iOS
12020,2025-03-11 02:40:53,0,50.0,,0.0,,Tik Tok,Android
18714,2025-03-25 09:09:53,0,27.0,76.0,0.0,,Google Ads,iOS
16329,2025-03-30 19:41:53,0,22.0,22.0,,,Google Ads,iOS
11713,2025-03-14 19:02:53,0,41.0,67.0,,,Google Ads,iOS
17077,2025-03-13 07:43:53,0,36.0,12.0,0.0,,Organic,Android
14210,2025-04-04 13:21:53,0,23.0,4.0,0.0,,Organic,Android
16634,2025-03-10 03:34:53,0,29.0,6.0,,,Google Ads,iOS
19930,2025-03-10 10:47:53,0,,19.0,0.0,,Google Ads,iOS
12067,2025-03-12 08:27:53,0,32.0,1.0,,,Apple Search Ads,iOS
14038,2025-03-12 22:34:53,0,37.0,,0.0,,Facebook,Android
18846,2025-03-15 01:16:53,0,29.0,46.0,0.0,,Facebook,Android
15928,2025-03-26 00:39:53,0,38.0,36.0,0.0,,Organic,iOS
11606,2025-03-23 21:38:53,0,26.0,67.0,0.0,,Facebook,Android
17399,2025-03-12 20:02:53,0,23.0,23.0,0.0,,Facebook,Android
12473,2025-04-01 15:43:53,0,40.0,19.0,0.0,,Apple Search Ads,iOS
15156,2025-03-19 07:22:53,0,32.0,22.0,0.0,,Tik Tok,iOS
18304,2025-04-05 02:49:53,0,36.0,6.0,0.0,,Facebook,iOS
17529,2025-03-23 09:44:53,0,42.0,21.0,0.0,,Google Ads,Android
16501,2025-03-08 23:43:53,0,24.0,23.0,0.0,,Tik Tok,iOS
14949,2025-03-16 19:18:53,0,35.0,43.0,0.0,,Organic,iOS
18276,2025-03-20 15:24:53,0,50.0,12.0,,,Organic,iOS
15665,2025-03-16 04:52:53,0,,2.0,0.0,,Organic,Android
11732,2025-03-12 20:51:53,0,17.0,27.0,0.0,,Organic,Android
10577,2025-03-16 21:37:53,1,38.0,46.0,3.94,2025-03-16 21:51:53,Apple Search Ads,iOS
14397,2025-03-13 02:20:53,0,13.0,104.0,0.0,,Apple Search Ads,iOS
14475,2025-03-12 21:35:53,1,19.0,2.0,64.11,2025-03-12 21:36:53,Unity Ads,Android
12020,2025-03-18 08:03:53,0,30.0,41.0,0.0,,Facebook,Android
11692,2025-04-02 04:02:53,0,29.0,27.0,0.0,,Google Ads,Android
13079,2025-03-15 05:06:53,0,31.0,,0.0,,Facebook,iOS
10092,2025-03-29 23:17:53,1,50.0,38.0,11.17,2025-03-29 23:38:53,Apple Search Ads,iOS
17487,2025-03-30 10:12:53,0,30.0,1.0,0.0,,Facebook,iOS
12673,2025-03-28 15:36:53,0,24.0,46.0,0.0,,Tik Tok,Android
10381,2025-03-29 15:44:53,0,23.0,38.0,0.0,,Google Ads,iOS
10577,2025-03-27 16:21:53,0,25.0,34.0,0.0,,Organic,Android
10088,2025-03-20 00:33:53,0,,3.0,0.0,,Google Ads,Android
16743,2025-03-14 08:55:53,0,,75.0,0.0,,Apple Search Ads,iOS
15718,2025-04-05 18:17:53,1,33.0,68.0,6.89,2025-04-05 19:07:53,Facebook,iOS
13482,2025-03-27 21:04:53,0,34.0,69.0,0.0,,Unity Ads,iOS
19176,2025-03-16 07:36:53,0,38.0,13.0,0.0,,Organic,Android
14942,2025-03-21 02:05:53,0,36.0,20.0,0.0,,Organic,Android
10248,2025-03-21 05:07:53,1,16.0,3.0,,2025-03-21 05:09:53,Google Ads,iOS
16163,2025-03-11 03:47:53,0,27.0,1.0,0.0,,Organic,Android
14813,2025-03-15 13:45:53,0,,1.0,0.0,,Facebook,Android
10144,2025-04-05 03:45:53,0,43.0,25.0,0.0,,Google Ads,iOS
10135,2025-03-30 12:46:53,0,44.0,11.0,0.0,,Apple Search Ads,Android
14502,2025-04-03 08:27:53,1,25.0,25.0,22.3,2025-04-03 08:43:53,Google Ads,Android
19362,2025-03-31 02:15:53,0,20.0,26.0,0.0,,Google Ads,iOS
14397,2025-03-21 08:36:53,0,31.0,71.0,0.0,,Facebook,Android
15414,2025-03-18 09:04:53,0,26.0,64.0,0.0,,Organic,Android
14210,2025-03-24 02:45:53,0,29.0,38.0,0.0,,Google Ads,iOS
14112,2025-03-20 04:07:53,0,42.0,51.0,0.0,,Facebook,Android
11660,2025-03-28 03:44:53,0,32.0,1.0,0.0,,Facebook,Android
18361,2025-03-29 21:25:53,0,25.0,1.0,0.0,,Facebook,Android
13686,2025-03-12 20:17:53,1,23.0,18.0,93.82,2025-03-12 20:22:53,Google Ads,Android
18001,2025-03-16 19:05:53,0,,31.0,0.0,,Google Ads,iOS
16727,2025-03-13 15:43:53,0,35.0,47.0,,,Google Ads,iOS
12545,2025-03-29 17:14:53,1,32.0,17.0,153.15,2025-03-29 17:22:53,Google Ads,iOS
17821,2025-04-05 22:00:53,0,35.0,,0.0,,Google Ads,iOS
12818,2025-04-06 09:25:53,0,29.0,50.0,,,Facebook,Android
13145,2025-03-08 08:09:53,1,19.0,3.0,399.44,2025-03-08 08:11:53,Google Ads,iOS
13396,2025-04-05 03:39:53,0,30.0,,0.0,,Unity Ads,iOS
13595,2025-03-24 04:31:53,0,41.0,158.0,0.0,,Organic,Android
15910,2025-03-27 07:45:53,0,30.0,15.0,0.0,,Facebook,iOS
17744,2025-04-03 17:10:53,0,46.0,14.0,0.0,,Google Ads,Android
10782,2025-03-20 00:40:53,1,32.0,10.0,20.63,2025-03-20 00:43:53,Facebook,Android
11347,2025-04-03 13:28:53,1,49.0,19.0,17.66,2025-04-03 13:46:53,Google Ads,iOS
17464,2025-04-06 04:08:53,0,50.0,39.0,0.0,,Tik Tok,iOS
17216,2025-03-16 15:29:53,1,21.0,1.0,5.31,,Google Ads,iOS
10965,2025-03-15 14:25:53,0,,54.0,0.0,,Google Ads,iOS
13464,2025-04-01 18:07:53,0,25.0,74.0,,,Organic,iOS
17601,2025-03-16 10:19:53,1,12.0,45.0,15.64,2025-03-16 10:24:53,Tik Tok,Android
18574,2025-03-18 07:50:53,1,34.0,74.0,,2025-03-18 08:04:53,Organic,iOS
15805,2025-03-24 21:24:53,0,34.0,,0.0,,Google Ads,Android
10335,2025-03-21 14:27:53,0,,17.0,0.0,,Tik Tok,Android
11090,2025-03-25 06:37:53,0,17.0,2.0,0.0,,Apple Search Ads,PC
12545,2025-03-23 05:01:53,0,45.0,54.0,0.0,,Google Ads,iOS
16231,2025-03-20 17:56:53,0,11.0,91.0,0.0,,Google Ads,iOS
15572,2025-03-27 06:36:53,0,16.0,10.0,0.0,,Organic,PC
13837,2025-04-03 04:25:53,0,38.0,22.0,0.0,,Google Ads,PC
13145,2025-03-15 08:29:53,1,33.0,10.0,7.5,2025-03-15 08:37:53,Facebook,iOS
15786,2025-03-22 10:07:53,0,23.0,14.0,0.0,,Google Ads,Android
18000,2025-03-25 10:20:53,0,,19.0,0.0,,Facebook,iOS
16646,2025-03-17 06:41:53,1,31.0,46.0,0.33,2025-03-17 06:51:53,Google Ads,Android
18708,2025-04-01 08:28:53,0,41.0,,0.0,,Facebook,iOS
13898,2025-03-11 09:09:53,0,17.0,5.0,0.0,,Apple Search Ads,Android
19085,2025-03-15 04:34:53,0,32.0,6.0,0.0,,Facebook,iOS
14217,2025-03-15 11:42:53,0,,1.0,0.0,,Tik Tok,iOS
10872,2025-04-05 03:34:53,0,,30.0,,,Facebook,Android
16552,2025-03-19 10:32:53,0,29.0,6.0,0.0,,Organic,iOS
12075,2025-04-01 11:23:53,0,29.0,17.0,0.0,,Facebook,Android
11578,2025-03-24 15:02:53,0,,34.0,0.0,,Google Ads,Android
11190,2025-03-16 12:38:53,0,32.0,17.0,0.0,,Google Ads,iOS
10252,2025-03-22 01:51:53,0,33.0,70.0,0.0,,Google Ads,Android
18336,2025-03-25 01:37:53,0,44.0,43.0,0.0,,Google Ads,iOS
18336,2025-04-05 22:29:53,1,,9.0,88.09,2025-04-05 22:34:53,Facebook,iOS
10856,2025-03-19 17:20:53,1,34.0,4.0,8.72,2025-03-19 17:21:53,Google Ads,Android
10252,2025-04-03 09:16:53,1,44.0,67.0,103.65,2025-04-03 10:10:53,Facebook,iOS
15766,2025-03-29 09:51:53,0,23.0,15.0,0.0,,Facebook,Android
17493,2025-04-05 12:32:53,0,18.0,14.0,0.0,,Organic,Android
14900,2025-03-11 00:37:53,0,31.0,49.0,0.0,,Facebook,iOS
18138,2025-03-13 23:33:53,1,28.0,1.0,58.8,,Organic,Android
13355,2025-04-03 09:16:53,0,,17.0,,,Tik Tok,PC
14367,2025-03-15 03:12:53,0,25.0,37.0,0.0,,Facebook,iOS
19966,2025-03-12 09:01:53,0,21.0,56.0,0.0,,Facebook,iOS
19148,2025-03-10 05:33:53,0,39.0,64.0,,,Organic,iOS
15786,2025-04-01 10:25:53,0,29.0,18.0,0.0,,Facebook,Android
14638,2025-04-04 02:19:53,1,50.0,56.0,142.37,2025-04-04 03:03:53,Google Ads,Android
14613,2025-03-26 15:27:53,0,19.0,1.0,0.0,,Google Ads,iOS
18447,2025-03-21 20:09:53,0,50.0,10.0,0.0,,Google Ads,Android
15503,2025-03-12 13:09:53,0,32.0,1.0,,,Organic,iOS
10410,2025-03-30 20:51:53,0,,5.0,,,Google Ads,iOS
18446,2025-03-20 10:25:53,0,18.0,38.0,0.0,,Apple Search Ads,iOS
10381,2025-03-20 03:08:53,1,23.0,1.0,11.96,,Organic,iOS
17485,2025-04-06 02:43:53,0,42.0,22.0,0.0,,Organic,iOS
19275,2025-04-03 05:19:53,0,3.0,,0.0,,Tik Tok,Android
18728,2025-03-29 06:19:53,0,12.0,3.0,0.0,,Facebook,iOS
18439,2025-03-10 03:46:53,0,13.0,34.0,0.0,,Google Ads,PC
15606,2025-04-04 01:11:53,0,41.0,35.0,0.0,,Tik Tok,iOS
16918,2025-03-20 13:20:53,1,36.0,38.0,2.97,2025-03-20 13:31:53,Unity Ads,Android
14081,2025-03-18 13:50:53,0,19.0,43.0,0.0,,Google Ads,iOS
12926,2025-04-02 08:10:53,1,25.0,11.0,11.82,2025-04-02 08:11:53,Organic,PC
15822,2025-03-29 03:00:53,1,31.0,154.0,8.83,2025-03-29 04:33:53,Google Ads,Android
15221,2025-03-20 21:31:53,0,40.0,2.0,0.0,,Google Ads,Android
15674,2025-03-26 17:05:53,1,19.0,,67.03,2025-03-26 17:07:53,Organic,Android
14963,2025-03-20 22:03:53,0,31.0,105.0,0.0,,Google Ads,Android
10144,2025-03-17 07:19:53,0,26.0,,0.0,,Tik Tok,PC
18069,2025-03-14 18:11:53,0,28.0,9.0,0.0,,Facebook,iOS
10304,2025-03-25 22:31:53,0,21.0,,0.0,,Apple Search Ads,Android
12420,2025-03-30 04:09:53,1,32.0,,32.21,2025-03-30 04:11:53,Google Ads,iOS
11413,2025-03-18 05:15:53,0,22.0,11.0,0.0,,Tik Tok,iOS
13231,2025-03-12 04:43:53,0,30.0,54.0,0.0,,Google Ads,Android
15766,2025-03-08 08:41:53,1,45.0,8.0,7.28,2025-03-08 08:46:53,Facebook,Android
14514,2025-04-03 11:10:53,0,40.0,62.0,,,Organic,Android
19644,2025-04-03 20:51:53,0,43.0,8.0,0.0,,Google Ads,iOS
10076,2025-04-02 04:19:53,0,33.0,28.0,0.0,,Unity Ads,Android
15128,2025-03-29 18:16:53,0,,13.0,0.0,,Google Ads,PC
15537,2025-03-11 22:35:53,0,11.0,11.0,0.0,,Organic,iOS
13400,2025-03-22 15:09:53,1,13.0,13.0,8.92,2025-03-22 15:18:53,Organic,iOS
15741,2025-03-10 05:05:53,0,19.0,20.0,,,Google Ads,iOS
14130,2025-03-23 21:06:53,1,20.0,55.0,88.84,2025-03-23 21:54:53,Tik Tok,iOS
